0910050306
Date,Sensor1 (S1),Sensor2 (S2),Level (AI_1),Level (AI_2),Level (AI_3),FlowMeter Total (DI_B),FlowMeter Total (DI_2)
08/25/2011 14:45:01,   978.94,  225.39,      39,      68,      56,      6500.00,     29300.00
08/25/2011 14:55:01,   984.07,  224.28,      39,      68,      56,      6900.00,     29500.00
08/25/2011 15:05:01,   972.24,  229.71,      39,      68,      56,      7400.00,     31000.00
08/25/2011 15:15:01,   960.66,  238.68,      39,      68,      56,      7900.00,     32500.00
08/25/2011 15:25:01,   947.55,  246.21,      39,      68,      56,      8300.00,     34000.00
08/25/2011 15:35:01,   937.60,  250.54,      39,      68,      56,      8300.00,     35600.00
08/25/2011 15:45:01,   937.14,  252.11,      39,      68,      56,      8300.00,     35600.00
08/25/2011 15:55:01,   941.87,  246.73,      39,      68,      56,      8300.00,     35600.00
08/25/2011 16:05:01,   946.90,  239.89,      39,      68,      56,      8300.00,     35600.00
08/25/2011 16:15:01,   951.62,  233.83,      39,      68,      56,      8300.00,     35600.00
08/25/2011 16:25:01,   956.48,  229.54,      39,      68,      56,      8300.00,     35600.00
08/25/2011 16:35:01,   960.44,  225.84,      39,      68,      56,      8300.00,     35600.00
08/25/2011 16:45:01,   963.69,  223.76,      39,      68,      56,      8300.00,     35600.00
08/25/2011 16:55:01,   968.30,  221.50,      39,      68,      56,      8300.00,     35600.00
08/25/2011 17:05:01,   972.11,  219.64,      39,      68,      56,      8300.00,     35600.00
08/25/2011 17:15:01,   976.41,  218.38,      39,      68,      56,      8500.00,     36200.00
08/25/2011 17:25:01,   960.56,  226.77,      39,      68,      56,      9000.00,     37600.00
08/25/2011 17:35:01,   949.42,  236.06,      39,      68,      56,      9400.00,     39100.00
08/25/2011 17:45:01,   939.44,  242.22,      39,      68,      56,      9400.00,     40600.00
08/25/2011 17:55:01,   929.62,  248.12,      39,      68,      56,      9400.00,     41300.00
08/25/2011 18:05:01,   935.42,  245.23,      39,      68,      56,      9400.00,     41300.00
08/25/2011 18:15:01,   937.71,  239.82,      39,      68,      56,      9400.00,     41300.00
08/25/2011 18:25:01,   940.77,  233.89,      39,      68,      56,      9400.00,     41300.00
08/25/2011 18:35:01,   944.05,  229.10,      39,      68,      56,      9400.00,     41300.00
08/25/2011 18:45:01,   947.31,  224.97,      39,      68,      56,      9400.00,     41300.00
08/25/2011 18:55:01,   950.46,  221.87,      39,      68,      56,      9400.00,     41300.00
08/25/2011 19:05:01,   952.57,  219.97,      39,      68,      56,      9400.00,     41300.00
08/25/2011 19:15:01,   954.93,  218.41,      39,      68,      56,      9400.00,     41300.00
08/25/2011 19:25:01,   956.92,  216.85,      39,      68,      56,      9400.00,     41300.00
08/25/2011 19:35:01,   959.23,  216.04,      39,      68,      56,      9400.00,     41300.00
08/25/2011 19:45:01,   961.32,  215.20,      39,      68,      56,      9400.00,     41300.00
08/25/2011 19:55:01,   962.82,  214.39,      39,      68,      56,      9400.00,     41300.00
08/25/2011 20:05:01,   965.69,  213.25,      39,      68,      56,      9400.00,     41300.00
08/25/2011 20:15:01,   967.64,  212.80,      39,      68,      56,      9400.00,     41300.00
08/25/2011 20:25:01,   969.69,  212.08,      39,      68,      56,      9400.00,     41300.00
08/25/2011 20:35:01,   971.13,  211.10,      39,      68,      56,      9400.00,     41300.00
08/25/2011 20:45:01,   973.25,  210.70,      39,      68,      56,      9400.00,     41800.00
08/25/2011 20:55:01,   958.05,  218.16,      39,      68,      56,      9400.00,     43300.00
08/25/2011 21:05:01,   943.46,  229.36,      39,      68,      56,      9400.00,     44600.00
08/25/2011 21:15:01,   941.43,  236.58,      39,      68,      56,      9400.00,     44600.00
08/25/2011 21:25:01,   943.39,  236.31,      39,      68,      56,      9400.00,     44600.00
08/25/2011 21:35:01,   944.18,  232.63,      39,      68,      56,      9400.00,     44600.00
08/25/2011 21:45:01,   945.38,  227.44,      39,      68,      56,      9400.00,     44600.00
08/25/2011 21:55:01,   946.35,  221.80,      39,      68,      56,      9400.00,     44600.00
08/25/2011 22:05:01,   947.21,  217.82,      39,      68,      56,      9400.00,     44600.00
08/25/2011 22:15:01,   948.37,  215.00,      39,      68,      56,      9400.00,     44600.00
08/25/2011 22:25:01,   949.28,  212.73,      39,      68,      56,      9400.00,     44600.00
08/25/2011 22:35:01,   950.17,  211.90,      39,      68,      56,      9400.00,     44600.00
08/25/2011 22:45:01,   951.13,  211.00,      39,      68,      56,      9400.00,     44600.00
08/25/2011 22:55:01,   951.45,  210.31,      39,      68,      56,      9400.00,     44600.00
08/25/2011 23:05:01,   953.09,  209.81,      39,      68,      56,      9400.00,     44600.00
08/25/2011 23:15:01,   953.91,  209.28,      39,      68,      56,      9400.00,     44600.00
08/25/2011 23:25:01,   954.79,  208.77,      39,      68,      56,      9400.00,     44600.00
08/25/2011 23:35:01,   955.98,  208.80,      39,      68,      56,      9400.00,     44600.00
08/25/2011 23:45:01,   956.49,  208.49,      39,      68,      56,      9400.00,     44600.00
08/25/2011 23:55:01,   957.95,  208.25,      39,      68,      56,      9400.00,     44600.00
08/26/2011 00:05:01,   958.72,  208.33,      39,      68,      56,         0.00,         0.00
08/26/2011 00:15:01,   959.86,  207.88,      39,      68,      56,         0.00,         0.00
08/26/2011 00:25:01,   960.71,  207.82,      39,      68,      56,         0.00,         0.00
08/26/2011 00:35:01,   961.97,  207.80,      39,      68,      56,         0.00,         0.00
08/26/2011 00:45:01,   962.94,  207.97,      39,      68,      56,         0.00,         0.00
08/26/2011 00:55:01,   963.72,  207.69,      39,      68,      56,         0.00,         0.00
08/26/2011 01:05:01,   964.56,  207.38,      39,      68,      56,         0.00,         0.00
08/26/2011 01:15:01,   965.05,  207.34,      39,      68,      56,         0.00,         0.00
08/26/2011 01:25:01,   965.84,  207.05,      39,      68,      56,         0.00,         0.00
08/26/2011 01:35:01,   966.41,  206.88,      39,      68,      56,         0.00,         0.00
08/26/2011 01:45:01,   967.59,  206.83,      39,      68,      56,         0.00,         0.00
08/26/2011 01:55:01,   967.96,  206.85,      39,      68,      56,         0.00,         0.00
08/26/2011 02:05:01,   969.36,  206.89,      39,      68,      56,         0.00,         0.00
08/26/2011 02:15:01,   969.74,  206.89,      39,      68,      56,         0.00,         0.00
08/26/2011 02:25:01,   969.75,  206.81,      39,      68,      56,         0.00,         0.00
08/26/2011 02:35:01,   970.73,  206.82,      39,      68,      56,         0.00,         0.00
08/26/2011 02:45:01,   970.86,  206.87,      39,      68,      56,         0.00,         0.00
08/26/2011 02:55:01,   971.54,  206.98,      39,      68,      56,         0.00,         0.00
08/26/2011 03:05:01,   972.84,  207.04,      39,      68,      56,         0.00,         0.00
08/26/2011 03:15:01,   973.64,  206.93,      39,      68,      56,         0.00,         0.00
08/26/2011 03:25:01,   974.51,  207.11,      39,      68,      56,         0.00,         0.00
08/26/2011 03:35:01,   975.31,  207.24,      39,      68,      56,       100.00,         0.00
08/26/2011 03:45:01,   975.80,  206.97,      39,      68,      56,       600.00,         0.00
08/26/2011 03:55:01,   976.48,  207.14,      39,      68,      56,      1100.00,         0.00
08/26/2011 04:05:01,   977.51,  207.50,      39,      68,      56,      1600.00,         0.00
08/26/2011 04:15:01,   977.69,  207.31,      39,      68,      56,      2000.00,       500.00
08/26/2011 04:25:01,   955.21,  214.74,      39,      68,      56,      2500.00,      2100.00
08/26/2011 04:35:01,   940.74,  228.64,      39,      68,      56,      2600.00,      3700.00
08/26/2011 04:45:01,   928.86,  244.37,      39,      68,      56,      2600.00,      4400.00
08/26/2011 04:55:01,   932.67,  251.85,      39,      68,      56,      2600.00,      4400.00
08/26/2011 05:05:01,   932.88,  251.28,      39,      68,      56,      2600.00,      4400.00
08/26/2011 05:15:01,   934.79,  249.31,      39,      68,      56,      2600.00,      4400.00
08/26/2011 05:25:01,   937.46,  244.53,      39,      68,      56,      2600.00,      4400.00
08/26/2011 05:35:01,   939.93,  238.58,      39,      68,      56,      2600.00,      4400.00
08/26/2011 05:45:01,   942.10,  232.39,      39,      69,      57,      2600.00,      4400.00
08/26/2011 05:55:01,   944.31,  226.60,      39,      68,      56,      2600.00,      4400.00
08/26/2011 06:05:01,   946.65,  223.07,      39,      69,      56,      2600.00,      4400.00
08/26/2011 06:15:01,   948.89,  220.12,      39,      69,      57,      2600.00,      4400.00
08/26/2011 06:25:01,   951.54,  217.93,      39,      68,      57,      2600.00,      4400.00
08/26/2011 06:35:01,   954.15,  215.89,      39,      69,      57,      2600.00,      4400.00
08/26/2011 06:45:01,   957.67,  214.36,      39,      69,      57,      2600.00,      4400.00
08/26/2011 06:55:01,   959.99,  212.97,      39,      68,      56,      2600.00,      4400.00
08/26/2011 07:05:01,   963.82,  211.85,      39,      68,      57,      2600.00,      4400.00
08/26/2011 07:15:01,   967.58,  210.94,      39,      68,      56,      2600.00,      4400.00
08/26/2011 07:25:01,   969.74,  209.83,      39,      68,      57,      2600.00,      5200.00
08/26/2011 07:35:01,   953.08,  220.72,      39,      68,      56,      2600.00,      6800.00
08/26/2011 07:45:01,   942.21,  233.53,      39,      68,      56,      2600.00,      8300.00
08/26/2011 07:55:01,   938.71,  243.78,      39,      68,      56,      2600.00,      8400.00
08/26/2011 08:05:01,   943.89,  242.63,      39,      68,      56,      2800.00,      8400.00
08/26/2011 08:15:01,   948.80,  236.31,      39,      68,      56,      3300.00,      8400.00
08/26/2011 08:25:01,   952.60,  227.42,      38,      68,      56,      3800.00,      8400.00
08/26/2011 08:35:01,   955.62,  221.83,      39,      68,      56,      4000.00,      8400.00
08/26/2011 08:45:01,   960.71,  236.91,      39,      68,      56,      4000.00,      8400.00
08/26/2011 08:55:01,   965.28,  350.45,      39,      68,      56,      4000.00,      8400.00
08/26/2011 09:05:01,   962.92,  401.78,      38,      68,      56,      4000.00,      9600.00
08/26/2011 09:15:01,   949.60,  441.30,      38,      68,      56,      4000.00,     11200.00
08/26/2011 09:25:01,   939.00,  467.28,      38,      68,      56,      4000.00,     12700.00
08/26/2011 09:35:01,   936.54,  486.60,      38,      68,      56,      4000.00,     12800.00
08/26/2011 09:45:01,   942.26,  456.77,      38,      68,      56,      4000.00,     12800.00
08/26/2011 09:55:01,   947.49,  412.00,      38,      68,      56,      4000.00,     12800.00
08/26/2011 10:05:01,   950.88,  364.69,      38,      68,      56,      4000.00,     12800.00
08/26/2011 10:15:01,   956.28,  332.97,      38,      68,      56,      4000.00,     12800.00
08/26/2011 10:25:01,   960.16,  313.59,      38,      68,      56,      4000.00,     12800.00
08/26/2011 10:35:01,   965.17,  300.33,      38,      68,      56,      4000.00,     12800.00
08/26/2011 10:45:01,   969.16,  290.45,      38,      68,      56,      4000.00,     12800.00
08/26/2011 10:55:01,   974.68,  282.72,      38,      68,      56,      4000.00,     12800.00
08/26/2011 11:05:01,   972.14,  277.79,      38,      68,      56,      4500.00,     14000.00
08/26/2011 11:15:01,   959.42,  281.95,      38,      68,      56,      5000.00,     15500.00
08/26/2011 11:25:01,   947.82,  287.87,      38,      68,      56,      5300.00,     17100.00
08/26/2011 11:35:01,   937.66,  292.02,      38,      68,      56,      5300.00,     18700.00
08/26/2011 11:45:01,   933.38,  293.83,      38,      68,      56,      5300.00,     19100.00
08/26/2011 11:55:01,   939.42,  282.29,      38,      68,      56,      5300.00,     19100.00
08/26/2011 12:05:01,   945.11,  273.37,      38,      68,      56,      5300.00,     19100.00
08/26/2011 12:15:01,   950.38,  266.87,      38,      68,      56,      5300.00,     19100.00
08/26/2011 12:25:01,   955.21,  261.32,      38,      67,      56,      5300.00,     19100.00
08/26/2011 12:35:01,   960.91,  256.84,      38,      67,      56,      5300.00,     19100.00
08/26/2011 12:45:01,   966.11,  252.82,      38,      68,      56,      5300.00,     19100.00
08/26/2011 12:55:01,   970.93,  250.11,      38,      68,      56,      5300.00,     19100.00
08/26/2011 13:05:01,   975.71,  247.24,      38,      68,      56,      5400.00,     19100.00
08/26/2011 13:15:01,   974.87,  246.42,      38,      68,      56,      5800.00,     20300.00
08/26/2011 13:25:01,   960.90,  254.92,      38,      68,      56,      6300.00,     21800.00
08/26/2011 13:35:01,   949.18,  261.55,      38,      68,      56,      6700.00,     23400.00
08/26/2011 13:45:01,   938.61,  266.82,      38,      67,      56,      6700.00,     24900.00
08/26/2011 13:55:01,   933.18,  271.26,      38,      68,      56,      6700.00,     25400.00
08/26/2011 14:05:01,   940.92,  263.04,      38,      68,      56,      6700.00,     25400.00
08/26/2011 14:15:01,   945.97,  255.56,      38,      68,      56,      6700.00,     25400.00
08/26/2011 14:25:01,   952.31,  247.58,      38,      68,      56,      6700.00,     25400.00
08/26/2011 14:35:01,   957.97,  243.28,      37,      68,      56,      6700.00,     25400.00
08/26/2011 14:45:01,   963.04,  239.76,      38,      68,      56,      6700.00,     25400.00
08/26/2011 14:55:01,   968.55,  236.70,      38,      68,      56,      6700.00,     25400.00
08/26/2011 15:05:01,   973.95,  234.56,      38,      68,      56,      6700.00,     25400.00
08/26/2011 15:15:01,   977.37,  233.15,      37,      67,      56,      7100.00,     26200.00
08/26/2011 15:25:01,   960.09,  243.89,      37,      67,      56,      7600.00,     27800.00
08/26/2011 15:35:01,   949.41,  254.00,      37,      67,      56,      8000.00,     29300.00
08/26/2011 15:45:01,   941.32,  261.25,      37,      67,      56,      8000.00,     30900.00
08/26/2011 15:55:01,   932.94,  266.58,      37,      67,      56,      8000.00,     31600.00
08/26/2011 16:05:01,   940.63,  258.68,      37,      67,      56,      8000.00,     31600.00
08/26/2011 16:15:01,   946.28,  250.42,      37,      67,      56,      8000.00,     31600.00
08/26/2011 16:25:01,   951.75,  242.75,      37,      67,      56,      8000.00,     31600.00
08/26/2011 16:35:01,   956.63,  236.55,      37,      67,      56,      8000.00,     31600.00
08/26/2011 16:45:01,   962.38,  233.10,      37,      67,      56,      8000.00,     31600.00
08/26/2011 16:55:01,   968.09,  230.69,      37,      67,      56,      8000.00,     31600.00
08/26/2011 17:05:01,   971.63,  229.09,      37,      67,      56,      8000.00,     31600.00
08/26/2011 17:15:01,   974.67,  227.74,      37,      67,      56,      8000.00,     31600.00
08/26/2011 17:25:01,   973.14,  228.95,      37,      67,      56,      8500.00,     32700.00
08/26/2011 17:35:01,   957.48,  239.62,      37,      67,      56,      9000.00,     34300.00
08/26/2011 17:45:01,   946.24,  248.80,      37,      67,      56,      9300.00,     35800.00
08/26/2011 17:55:01,   934.58,  256.41,      37,      67,      56,      9300.00,     37100.00
08/26/2011 18:05:01,   936.07,  256.23,      37,      67,      56,      9300.00,     37100.00
08/26/2011 18:15:01,   939.58,  249.62,      37,      67,      56,      9300.00,     37100.00
08/26/2011 18:25:01,   943.63,  242.41,      37,      67,      56,      9300.00,     37100.00
08/26/2011 18:35:01,   947.52,  236.62,      36,      67,      56,      9300.00,     37100.00
08/26/2011 18:45:01,   951.39,  232.22,      37,      67,      56,      9300.00,     37100.00
08/26/2011 18:55:01,   953.90,  229.46,      37,      67,      56,      9300.00,     37100.00
08/26/2011 19:05:01,   956.33,  227.14,      37,      67,      56,      9300.00,     37100.00
08/26/2011 19:15:01,   959.43,  225.78,      37,      67,      56,      9300.00,     37100.00
08/26/2011 19:25:01,   961.50,  224.69,      37,      67,      56,      9300.00,     37100.00
08/26/2011 19:35:01,   963.87,  223.69,      37,      67,      56,      9300.00,     37100.00
08/26/2011 19:45:01,   967.06,  222.77,      37,      67,      56,      9300.00,     37100.00
08/26/2011 19:55:01,   969.19,  221.71,      37,      67,      56,      9300.00,     37100.00
08/26/2011 20:05:01,   971.49,  220.77,      37,      67,      56,      9300.00,     37600.00
08/26/2011 20:15:01,   956.69,  229.16,      37,      67,      56,      9300.00,     39100.00
08/26/2011 20:25:01,   944.55,  240.10,      37,      67,      56,      9300.00,     40600.00
08/26/2011 20:35:01,   936.17,  249.69,      37,      67,      56,      9300.00,     41000.00
08/26/2011 20:45:01,   940.74,  246.75,      37,      67,      56,      9300.00,     41000.00
08/26/2011 20:55:01,   943.57,  241.52,      37,      67,      56,      9300.00,     41000.00
08/26/2011 21:05:01,   944.67,  236.11,      37,      67,      56,      9300.00,     41000.00
08/26/2011 21:15:01,   946.35,  230.09,      37,      67,      56,      9300.00,     41000.00
08/26/2011 21:25:01,   947.89,  225.79,      37,      67,      56,      9300.00,     41000.00
08/26/2011 21:35:01,   949.35,  223.24,      37,      67,      56,      9300.00,     41000.00
08/26/2011 21:45:01,   950.64,  220.64,      37,      67,      56,      9300.00,     41000.00
08/26/2011 21:55:01,   952.13,  219.08,      37,      67,      56,      9300.00,     41000.00
08/26/2011 22:05:01,   953.09,  217.28,      37,      67,      56,      9300.00,     41000.00
08/26/2011 22:15:01,   954.68,  215.91,      37,      67,      56,      9300.00,     41000.00
08/26/2011 22:25:01,   956.10,  214.85,      37,      67,      56,      9300.00,     41000.00
08/26/2011 22:35:01,   957.79,  214.03,      37,      68,      56,      9300.00,     41000.00
08/26/2011 22:45:01,   959.01,  212.99,      37,      68,      56,      9300.00,     41000.00
08/26/2011 22:55:01,   960.30,  212.69,      37,      68,      56,      9300.00,     41000.00
08/26/2011 23:05:01,   961.80,  212.60,      37,      68,      56,      9300.00,     41000.00
08/26/2011 23:15:01,   963.37,  212.32,      37,      68,      56,      9300.00,     41000.00
08/26/2011 23:25:01,   964.50,  211.76,      37,      68,      56,      9300.00,     41000.00
08/26/2011 23:35:01,   965.55,  211.45,      37,      68,      56,      9300.00,     41000.00
08/26/2011 23:45:01,   966.48,  210.74,      37,      68,      56,      9300.00,     41000.00
08/26/2011 23:55:01,   967.49,  210.84,      37,      68,      56,      9300.00,     41000.00
08/27/2011 00:05:01,   968.30,  210.24,      37,      68,      56,         0.00,         0.00
08/27/2011 00:15:01,   969.59,  209.47,      37,      68,      56,         0.00,         0.00
08/27/2011 00:25:01,   971.30,  208.97,      37,      68,      56,         0.00,         0.00
08/27/2011 00:35:01,   972.43,  208.81,      37,      68,      56,         0.00,         0.00
08/27/2011 00:45:01,   972.93,  208.47,      37,      68,      56,         0.00,         0.00
08/27/2011 00:55:01,   974.38,  207.98,      37,      68,      56,         0.00,         0.00
08/27/2011 01:05:01,   975.51,  207.73,      37,      68,      56,       300.00,         0.00
08/27/2011 01:15:01,   976.45,  207.05,      37,      68,      56,       700.00,       200.00
08/27/2011 01:25:01,   961.25,  212.84,      37,      68,      56,      1200.00,      1800.00
08/27/2011 01:35:01,   948.24,  226.27,      37,      68,      56,      1600.00,      3300.00
08/27/2011 01:45:01,   934.70,  237.12,      36,      68,      56,      1600.00,      4600.00
08/27/2011 01:55:01,   933.17,  243.15,      36,      68,      56,      1600.00,      4600.00
08/27/2011 02:05:01,   935.37,  240.31,      36,      68,      56,      1600.00,      4600.00
08/27/2011 02:15:01,   937.31,  234.61,      36,      68,      56,      1600.00,      4600.00
08/27/2011 02:25:01,   938.79,  228.20,      36,      68,      56,      1600.00,      4600.00
08/27/2011 02:35:01,   940.75,  222.79,      36,      68,      56,      1600.00,      4600.00
08/27/2011 02:45:01,   941.58,  218.19,      36,      68,      56,      1600.00,      4600.00
08/27/2011 02:55:01,   943.04,  215.53,      36,      68,      56,      1600.00,      4600.00
08/27/2011 03:05:01,   944.75,  213.00,      36,      68,      56,      1600.00,      4600.00
08/27/2011 03:15:01,   946.07,  212.01,      36,      68,      56,      1600.00,      4600.00
08/27/2011 03:25:01,   947.38,  211.03,      36,      68,      56,      1600.00,      4600.00
08/27/2011 03:35:01,   949.00,  210.49,      36,      68,      56,      1600.00,      4600.00
08/27/2011 03:45:01,   950.97,  210.54,      36,      68,      56,      1600.00,      4600.00
08/27/2011 03:55:01,   951.80,  210.42,      36,      68,      56,      1600.00,      4600.00
08/27/2011 04:05:01,   952.98,  209.91,      36,      68,      56,      1600.00,      4600.00
08/27/2011 04:15:01,   954.48,  209.92,      36,      68,      56,      1600.00,      4600.00
08/27/2011 04:25:01,   955.72,  209.13,      36,      68,      56,      1600.00,      4600.00
08/27/2011 04:35:01,   956.76,  208.76,      36,      68,      56,      1600.00,      4600.00
08/27/2011 04:45:01,   957.95,  208.47,      36,      68,      56,      1600.00,      4600.00
08/27/2011 04:55:01,   959.40,  208.17,      36,      68,      56,      1600.00,      4600.00
08/27/2011 05:05:01,   960.57,  207.76,      36,      68,      56,      1600.00,      4600.00
08/27/2011 05:15:01,   961.46,  207.50,      37,      68,      56,      1600.00,      4600.00
08/27/2011 05:25:01,   962.74,  207.58,      37,      68,      56,      1600.00,      4600.00
08/27/2011 05:35:01,   964.07,  207.14,      37,      68,      56,      1600.00,      4600.00
08/27/2011 05:45:01,   965.11,  207.56,      37,      68,      56,      1600.00,      4600.00
08/27/2011 05:55:01,   965.78,  207.21,      37,      68,      56,      1600.00,      4600.00
08/27/2011 06:05:01,   967.41,  207.10,      37,      68,      56,      1600.00,      4600.00
08/27/2011 06:15:01,   968.02,  206.20,      37,      68,      56,      1600.00,      4600.00
08/27/2011 06:25:01,   969.45,  205.89,      37,      68,      56,      1600.00,      4600.00
08/27/2011 06:35:01,   970.91,  205.31,      36,      68,      56,      1600.00,      4600.00
08/27/2011 06:45:01,   971.86,  205.00,      36,      68,      56,      1600.00,      4600.00
08/27/2011 06:55:01,   973.77,  204.61,      36,      68,      56,      1600.00,      4600.00
08/27/2011 07:05:01,   976.98,  203.27,      36,      68,      56,      1900.00,      5100.00
08/27/2011 07:15:01,   959.93,  212.83,      37,      68,      56,      2400.00,      6700.00
08/27/2011 07:25:01,   949.31,  223.97,      36,      68,      56,      2800.00,      8200.00
08/27/2011 07:35:01,   938.05,  233.23,      36,      68,      56,      2800.00,      9600.00
08/27/2011 07:45:01,   938.48,  237.05,      36,      68,      56,      2800.00,      9600.00
08/27/2011 07:55:01,   943.01,  229.12,      36,      68,      56,      2800.00,      9600.00
08/27/2011 08:05:01,   946.35,  220.50,      36,      68,      56,      3000.00,      9600.00
08/27/2011 08:15:01,   950.41,  213.76,      36,      68,      56,      3500.00,      9600.00
08/27/2011 08:25:01,   953.03,  212.23,      36,      68,      56,      4000.00,      9600.00
08/27/2011 08:35:01,   955.47,  210.57,      36,      68,      56,      4200.00,      9600.00
08/27/2011 08:45:01,   959.42,  222.47,      36,      67,      56,      4200.00,      9600.00
08/27/2011 08:55:01,   964.17,  320.46,      36,      67,      56,      4200.00,      9600.00
08/27/2011 09:05:01,   968.64,  375.37,      36,      67,      56,      4200.00,     10100.00
08/27/2011 09:15:01,   952.66,  419.55,      36,      67,      56,      4200.00,     11700.00
08/27/2011 09:25:01,   942.43,  431.37,      36,      67,      56,      4200.00,     13200.00
08/27/2011 09:35:01,   937.69,  394.70,      35,      67,      56,      4200.00,     13400.00
08/27/2011 09:45:01,   942.11,  341.54,      35,      67,      56,      4200.00,     13400.00
08/27/2011 09:55:01,   946.45,  310.80,      36,      67,      56,      4200.00,     13400.00
08/27/2011 10:05:01,   949.56,  293.26,      36,      67,      56,      4200.00,     13400.00
08/27/2011 10:15:01,   953.04,  280.71,      36,      67,      56,      4200.00,     13400.00
08/27/2011 10:25:01,   955.93,  271.27,      36,      67,      56,      4200.00,     13400.00
08/27/2011 10:35:01,   959.14,  263.24,      35,      67,      56,      4200.00,     13400.00
08/27/2011 10:45:01,   962.13,  257.76,      36,      67,      56,      4200.00,     13400.00
08/27/2011 10:55:01,   965.26,  252.91,      36,      67,      56,      4200.00,     13400.00
08/27/2011 11:05:01,   968.23,  248.85,      36,      67,      56,      4200.00,     13400.00
08/27/2011 11:15:01,   971.30,  245.23,      36,      67,      56,      4200.00,     13400.00
08/27/2011 11:25:01,   974.73,  242.15,      36,      67,      56,      4200.00,     13400.00
08/27/2011 11:35:01,   975.72,  239.76,      35,      67,      56,      4700.00,     14200.00
08/27/2011 11:45:01,   958.12,  248.22,      36,      67,      56,      5200.00,     15700.00
08/27/2011 11:55:01,   945.64,  257.10,      36,      67,      56,      5500.00,     17200.00
08/27/2011 12:05:01,   934.62,  264.16,      36,      67,      56,      5500.00,     18600.00
08/27/2011 12:15:01,   935.99,  263.65,      35,      67,      56,      5500.00,     18600.00
08/27/2011 12:25:01,   938.77,  255.55,      35,      67,      56,      5500.00,     18600.00
08/27/2011 12:35:01,   942.59,  248.36,      36,      67,      56,      5500.00,     18600.00
08/27/2011 12:45:01,   945.25,  242.18,      36,      67,      56,      5500.00,     18600.00
08/27/2011 12:55:01,   948.96,  237.45,      36,      67,      56,      5500.00,     18600.00
08/27/2011 13:05:02,   951.91,  233.82,      35,      67,      56,      5500.00,     18600.00
08/27/2011 13:15:01,   954.95,  231.41,      35,      67,      56,      5500.00,     18600.00
08/27/2011 13:25:01,   957.93,  229.73,      35,      67,      56,      5500.00,     18600.00
08/27/2011 13:35:01,   961.24,  228.31,      35,      67,      56,      5500.00,     18600.00
08/27/2011 13:45:01,   964.77,  227.52,      35,      67,      56,      5500.00,     18600.00
08/27/2011 13:55:01,   967.10,  226.81,      35,      67,      56,      5500.00,     19400.00
08/27/2011 14:05:01,   950.58,  236.80,      35,      67,      56,      5500.00,     20900.00
08/27/2011 14:15:01,   938.94,  249.73,      35,      67,      56,      5500.00,     22500.00
08/27/2011 14:25:01,   931.27,  261.99,      35,      67,      56,      5500.00,     22900.00
08/27/2011 14:35:01,   937.97,  253.30,      35,      67,      56,      5500.00,     22900.00
08/27/2011 14:45:01,   941.99,  245.09,      35,      67,      55,      5500.00,     22900.00
08/27/2011 14:55:01,   945.30,  237.02,      35,      67,      55,      5500.00,     22900.00
08/27/2011 15:05:01,   949.08,  230.30,      35,      67,      55,      5500.00,     22900.00
08/27/2011 15:15:01,   953.10,  225.10,      35,      67,      55,      5500.00,     22900.00
08/27/2011 15:25:01,   956.68,  220.87,      35,      67,      55,      5500.00,     22900.00
08/27/2011 15:35:01,   960.96,  218.04,      35,      67,      55,      5500.00,     22900.00
08/27/2011 15:45:01,   964.63,  215.82,      35,      67,      55,      5500.00,     22900.00
08/27/2011 15:55:01,   968.15,  214.05,      35,      67,      55,      5500.00,     22900.00
08/27/2011 16:05:01,   970.81,  213.04,      35,      67,      55,      5500.00,     22900.00
08/27/2011 16:15:01,   975.02,  211.73,      35,      67,      55,      5500.00,     22900.00
08/27/2011 16:25:01,   971.68,  211.53,      35,      67,      55,      6000.00,     24000.00
08/27/2011 16:35:01,   956.15,  219.14,      35,      67,      55,      6400.00,     25500.00
08/27/2011 16:45:01,   944.13,  226.44,      35,      67,      55,      6700.00,     27000.00
08/27/2011 16:55:01,   932.37,  232.82,      35,      67,      55,      6700.00,     28000.00
08/27/2011 17:05:01,   935.57,  234.66,      35,      67,      55,      6700.00,     28000.00
08/27/2011 17:15:01,   937.20,  230.22,      35,      67,      55,      6700.00,     28000.00
08/27/2011 17:25:01,   939.91,  225.80,      35,      67,      55,      6700.00,     28000.00
08/27/2011 17:35:01,   941.29,  221.55,      35,      67,      55,      6700.00,     28000.00
08/27/2011 17:45:01,   944.14,  218.26,      35,      67,      55,      6700.00,     28000.00
08/27/2011 17:55:01,   945.35,  215.40,      35,      67,      55,      6700.00,     28000.00
08/27/2011 18:05:01,   947.94,  212.99,      35,      67,      55,      6700.00,     28000.00
08/27/2011 18:15:01,   949.93,  211.68,      35,      67,      55,      6700.00,     28000.00
08/27/2011 18:25:01,   952.16,  210.67,      35,      67,      55,      6700.00,     28000.00
08/27/2011 18:35:01,   954.01,  209.12,      35,      67,      55,      6700.00,     28000.00
08/27/2011 18:45:01,   955.80,  208.17,      35,      67,      55,      6700.00,     28000.00
08/27/2011 18:55:01,   957.22,  207.06,      35,      67,      55,      6700.00,     28000.00
08/27/2011 19:05:01,   959.18,  206.50,      35,      67,      55,      6700.00,     28000.00
08/27/2011 19:15:01,   960.50,  205.61,      35,      67,      55,      6700.00,     28000.00
08/27/2011 19:25:01,   962.60,  205.24,      35,      67,      55,      6700.00,     28000.00
