Date,Sensor1 (S1),Sensor2 (S2),Sensor3 (S3),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Sensor Temperature3 (S3),Generic(AI_5),Level(AI_1),Level(AI_2),Level(AI_3),Level(AI_4),Level(AI_6),Level(AI_7),Level(AI_8),Paddlewheel FlowMeter Rate(DI_A),Paddlewheel FlowMeter Rate(DI_B),Paddlewheel FlowMeter Total(DI_A),Paddlewheel FlowMeter Total(DI_B)
11/25/2011 3:35,2191.88,8.58,300.99,74,70,77,17.01,92,69,142,114,82,204,258,0,0,153845648,37851216
11/25/2011 3:55,2230.32,8.53,303.42,74,70,77,17.23,93,69,143,110,81,204,258,0,0,153845648,37851216
11/25/2011 4:15,2279.04,8.49,707.71,74,70,77,17.54,88,69,139,114,81,204,256,0,89.04,153845648,37852100
11/25/2011 4:35,2230.12,8.54,530.89,73,69,77,17.54,88,69,140,114,81,203,256,426.78,93.26,153853696,37854484
11/25/2011 4:55,2186.15,8.57,410.28,74,70,77,17.32,88,69,140,112,81,203,256,430.64,95.26,153863296,37856884
11/25/2011 5:15,2159.76,8.58,369.84,74,70,77,17.01,89,69,139,110,81,203,256,421,102.28,153872944,37859296
11/25/2011 5:35,2126.12,8.59,352.19,74,70,77,16.7,89,69,140,110,81,203,256,386.71,115.53,153882592,37861708
11/25/2011 5:55,2168.02,8.58,342.95,75,71,77,17.05,88,69,139,110,81,203,256,0,76.18,153883040,37864156
11/25/2011 6:15,2204.48,8.53,342.6,75,71,77,17.01,88,69,140,113,81,203,256,0,97.3,153883040,37866644
11/25/2011 6:35,2240.31,8.5,343.51,74,70,77,16.87,88,69,140,109,81,203,256,0,79.91,153883040,37869140
11/25/2011 6:55,2209.33,8.55,336.03,73,69,77,17.23,89,69,140,111,81,203,257,424.86,96.78,153888640,37871612
11/25/2011 7:15,2172.06,8.57,330.32,74,70,77,16.7,88,69,140,110,81,203,256,421,117.77,153898400,37874052
11/25/2011 7:35,2137.53,8.59,323.74,74,70,77,16.38,89,69,140,115,81,202,256,422.93,0,153908160,37875756
11/25/2011 7:55,2117.15,8.6,318.39,75,71,77,16.07,89,69,140,112,81,203,256,396.53,0,153917920,37875756
11/25/2011 8:15,2143.72,8.58,316.44,75,71,77,16.38,88,68,140,112,81,203,256,0,0,153920320,37875756
11/25/2011 8:35,2180.41,8.53,318.99,75,71,77,16.38,89,69,140,111,117,203,256,0,0,153920320,37875756
11/25/2011 8:55,2214.14,8.51,320.83,75,71,77,16.79,88,69,140,113,81,202,256,0,0,153920320,37875756
11/25/2011 9:15,2203.54,8.56,316.8,73,68,77,16.74,88,69,140,114,80,202,256,432.95,158.47,153922576,37877408
11/25/2011 9:35,2179.16,8.57,312.66,74,70,77,16.74,88,68,140,111,80,202,255,382.08,0,153932320,37878924
11/25/2011 9:55,2154.38,8.59,308.65,75,71,77,16.87,88,68,140,111,80,202,256,422.93,0,153942096,37878924
11/25/2011 10:15,2119.22,8.6,305.21,75,71,77,16.65,88,68,139,112,80,202,257,408.29,0,153951856,37878924
11/25/2011 10:35,2103.71,8.57,304.94,74,70,77,16.43,89,68,139,109,80,202,256,0,0,153960800,37878924
11/25/2011 10:55,2150.23,8.52,308.88,74,70,77,16.65,88,68,139,111,80,202,256,0,0,153960800,37878924
11/25/2011 11:15,2181.08,8.52,309.28,74,70,77,16.74,88,68,139,105,80,202,256,0,0,153960800,37878924
11/25/2011 11:35,2204.67,8.56,305.03,74,70,77,17.05,88,68,139,107,80,201,255,0,0,153960800,37878924
11/25/2011 11:55,2202.58,8.59,301.87,74,70,77,17.05,88,68,139,109,81,202,256,426.97,146.72,153963248,37881012
11/25/2011 12:15,2182.11,8.56,697.65,74,70,77,16.79,84,68,137,106,80,201,253,408.29,0,153972896,37882296
11/25/2011 12:35,2151.5,8.58,526.11,74,69,77,16.87,85,68,136,106,80,201,254,385.16,0,153982512,37882296
11/25/2011 12:55,2119.18,8.59,409.85,74,69,77,16.43,85,68,137,106,80,201,253,419.27,0,153992208,37882296
11/25/2011 13:15,2149.87,8.6,369.11,75,71,77,16.74,85,68,137,108,80,201,253,0,0,153994544,37882296
11/25/2011 13:35,2188.4,8.54,357.75,75,70,77,16.92,84,68,137,106,80,201,253,0,0,153994544,37882296
11/25/2011 13:55,2227.37,8.5,354.56,74,70,77,17.05,84,68,137,106,79,201,253,0,0,153994544,37882296
11/25/2011 14:15,2255.91,8.51,350.16,74,69,77,17.14,84,68,136,106,79,201,253,430.83,164.32,153995488,37884380
11/25/2011 14:35,2199.27,8.54,343.06,74,69,77,16.83,84,68,137,108,79,201,254,430.64,138.9,154005232,37886816
11/25/2011 14:55,2164.23,8.57,334.56,74,69,77,16.52,84,68,136,106,79,201,254,398.07,126.11,154015024,37889268
11/25/2011 15:15,2135.67,8.59,328.1,74,69,77,16.12,85,68,137,111,79,201,253,424.86,153.04,154024800,37891716
11/25/2011 15:35,2106.03,8.6,321.79,74,69,77,15.98,85,68,137,111,79,201,253,432.56,137.69,154034608,37894168
11/25/2011 15:55,2115.31,8.54,323.15,75,71,77,15.63,86,68,138,109,79,201,254,0,0,154041936,37894460
11/25/2011 16:15,2150.26,8.51,324.57,76,73,77,15.94,85,68,138,114,79,201,254,0,0,154041936,37894460
11/25/2011 16:35,2176.27,8.53,322.72,76,73,77,15.94,85,68,137,114,79,201,254,0,0,154041936,37894460
11/25/2011 16:55,2199.76,8.57,316.71,76,72,77,16.21,85,68,137,110,79,201,254,0,0,154041936,37894460
11/25/2011 17:15,2223.05,8.6,310.64,75,71,77,16.47,85,68,137,113,79,201,254,0,159.85,154041936,37895188
11/25/2011 17:35,2196.16,8.54,312.59,75,70,77,16.21,85,68,137,113,79,201,254,419.08,140.98,154050256,37897632
11/25/2011 17:55,2182.77,8.51,314.74,76,71,77,15.85,85,68,137,111,79,200,254,415.41,0,154060000,37898596
11/25/2011 18:15,2141.16,8.57,309.83,76,71,77,15.67,85,68,137,109,79,200,254,419.27,0,154069760,37898596
11/25/2011 18:35,2110.15,8.59,304.97,76,72,77,15.36,85,68,137,115,79,200,254,410.02,0,154079536,37898596
11/25/2011 18:55,2153.26,8.58,301.81,77,73,77,15.32,84,68,136,109,78,200,254,0,0,154079888,37898596
11/25/2011 19:15,2190.42,8.53,302.15,76,72,77,15.67,85,68,136,114,79,199,254,0,0,154079888,37898596
11/25/2011 19:35,2225.75,8.5,302.75,76,72,77,15.36,85,68,136,111,79,200,254,0,129.74,154079888,37900516
11/25/2011 19:55,2207.38,8.54,299.05,75,71,77,15.63,85,68,136,115,79,200,254,419.27,120.95,154084128,37902988
11/25/2011 20:15,2200.64,8.53,694.21,76,71,77,15.27,81,68,134,111,78,200,252,398.07,0,154093744,37903712
11/25/2011 20:35,2159.99,8.56,515.31,76,71,77,15.36,81,68,134,110,79,200,252,426.59,0,154103408,37903712
11/25/2011 20:55,2154.57,8.57,401.17,76,72,77,15.32,82,68,134,107,78,200,251,0,0,154111504,37903712
11/25/2011 21:15,2175.15,8.59,364.72,76,72,77,15.32,82,68,134,108,79,199,252,0,0,154111504,37903712
11/25/2011 21:35,2207.98,8.58,350.6,76,71,77,12.52,81,68,134,109,115,199,251,0,0,154111504,37903712
11/25/2011 21:55,2246.41,8.54,346.85,76,71,77,12.83,80,68,134,111,78,199,252,0,145.68,154111504,37906124
11/25/2011 22:15,2230.49,8.5,346.63,75,71,77,12.61,81,68,134,110,78,199,252,432.56,148.03,154118208,37908580
11/25/2011 22:35,2190.89,8.54,340.44,76,71,77,12.29,81,68,134,109,78,199,252,426.78,159.89,154127936,37911020
11/25/2011 22:55,2154.12,8.58,331.84,76,72,77,12.34,80,68,134,109,78,199,252,430.64,0,154137712,37911704
11/25/2011 23:15,2122.53,8.6,323.39,76,73,77,12.12,80,68,134,112,78,199,252,389.79,0,154147504,37911704
11/25/2011 23:35,2154.89,8.57,321.77,77,72,77,12.12,80,68,134,113,78,199,252,0,0,154149920,37911704
11/25/2011 23:55,2188.81,8.54,321.72,76,72,77,12.21,80,68,134,112,83,199,252,0,0,154149920,37911704
11/26/2011 0:15,2221.06,8.53,322.51,76,71,77,12.29,80,68,134,109,115,199,252,0,142.05,154149920,37913100
11/26/2011 0:35,2254.05,8.51,322.18,76,71,77,12.52,80,68,134,110,78,199,252,0,127.9,154149920,37915588
11/26/2011 0:55,2204.39,8.57,315.6,75,71,77,12.25,80,68,134,110,78,199,252,413.68,151.73,154158528,37918036
11/26/2011 1:15,2173.98,8.6,309.56,75,71,77,12.21,80,68,134,111,78,198,251,380.35,0,154168288,37919616
11/26/2011 1:35,2157.1,8.58,307.11,76,72,77,12.12,81,68,134,110,77,198,251,417.34,0,154178048,37919616
11/26/2011 1:55,2133.2,8.54,308.48,76,72,77,11.81,81,68,134,110,78,198,252,0,0,154187120,37919616
11/26/2011 2:15,2178.29,8.52,309.75,76,72,77,12.16,81,68,134,109,78,199,252,0,0,154187120,37919616
11/26/2011 2:35,2209.07,8.51,309.73,76,72,77,12.12,80,68,134,107,78,199,252,0,0,154187120,37919616
11/26/2011 2:55,2229.83,8.58,304.55,76,72,77,12.25,80,68,134,109,78,199,252,0,144.43,154187120,37920644
11/26/2011 3:15,2230.51,8.57,300.13,76,71,77,12.25,81,68,135,111,78,199,252,426.97,153.04,154188944,37923132
11/26/2011 3:35,2203.4,8.53,302.14,75,71,77,12.16,81,68,135,109,77,198,252,426.78,130.71,154198688,37925568
11/26/2011 3:55,2176.18,8.51,303.8,76,72,77,11.76,81,68,134,110,77,198,252,426.78,0,154208464,37927488
11/26/2011 4:15,2160.33,8.52,695.83,76,72,77,11.58,77,68,132,109,77,198,250,394.8,0,154218128,37927488
11/26/2011 4:35,2153.73,8.57,507.5,77,73,77,11.85,77,68,132,111,78,198,249,0,0,154225488,37927488
11/26/2011 4:55,2175.56,8.6,392.59,77,73,77,11.76,77,68,131,110,77,198,250,0,0,154225488,37927488
11/26/2011 5:15,2214.02,8.55,367.36,76,72,77,12.07,76,68,132,109,77,197,249,0,142.05,154225488,37927696
11/26/2011 5:35,2251.32,8.5,360.27,76,72,77,12.25,78,68,132,109,77,198,250,0,165.84,154225488,37930180
11/26/2011 5:55,2222.52,8.52,353.24,75,71,77,12.25,78,68,132,109,76,198,249,399.61,153.04,154232896,37932628
11/26/2011 6:15,2184.78,8.55,343.74,75,71,77,12.16,77,68,132,109,77,198,250,434.68,0,154242608,37934992
11/26/2011 6:35,2151.7,8.57,335.84,76,72,77,11.85,77,68,132,110,76,198,250,423.12,0,154252304,37934992
11/26/2011 6:55,2127.86,8.58,329.93,76,72,77,11.49,77,68,132,109,77,198,250,417.34,0,154262032,37934992
11/26/2011 7:15,2160.46,8.6,322.35,77,73,77,11.85,77,68,131,110,77,197,250,0,0,154262320,37934992
11/26/2011 7:35,2198.68,8.55,323.1,76,73,77,11.81,78,68,131,114,77,198,250,0,0,154262320,37934992
11/26/2011 7:55,2236.86,8.5,325.27,76,72,77,12.12,78,68,132,109,77,197,250,0,140.94,154262320,37936388
11/26/2011 8:15,2234.73,8.52,323.44,75,71,77,12.07,78,68,132,109,76,197,250,428.52,145.54,154265072,37938860
11/26/2011 8:35,2195.87,8.55,319.29,75,71,77,11.85,78,68,132,114,76,197,250,423.12,168.95,154274832,37941296
11/26/2011 8:55,2164.46,8.58,313.93,76,72,77,11.49,78,68,132,114,76,197,250,399.81,0,154284560,37941848
11/26/2011 9:15,2132.7,8.59,309.91,75,71,77,11.54,78,68,132,114,76,197,250,424.86,0,154294336,37941848
11/26/2011 9:35,2151.94,8.6,305.4,76,73,77,11.58,78,68,132,114,76,197,250,0,0,154298048,37941848
11/26/2011 9:55,2192.78,8.54,308.12,76,73,77,11.45,78,68,132,113,76,197,251,0,0,154298048,37941848
11/26/2011 10:15,2227.59,8.49,311.97,76,72,77,11.45,78,68,132,114,77,197,250,0,0,154298048,37941848
11/26/2011 10:35,2252.18,8.54,307.42,76,72,77,11.81,78,68,132,114,77,197,250,0,129.74,154298048,37942364
11/26/2011 10:55,2212.07,8.56,305.27,76,71,77,11.54,78,68,132,115,76,196,250,434.68,130.71,154306496,37944808
11/26/2011 11:15,2181.39,8.58,302.29,76,71,77,11.49,78,68,132,113,76,197,251,397.88,0,154316240,37946800
11/26/2011 11:35,2151.41,8.59,298.64,76,72,77,11.23,78,68,132,113,76,196,250,398.07,0,154326000,37946800
11/26/2011 11:55,2146.6,8.61,295.04,76,73,77,11.14,78,68,132,109,76,197,250,0,0,154333072,37946800
11/26/2011 12:15,2201.58,8.5,696.4,76,73,77,11.32,74,68,129,110,76,197,248,0,0,154333072,37946800
11/26/2011 12:35,2223.27,8.55,506.94,76,72,77,11.58,74,68,129,109,76,197,248,0,139.83,154333072,37947636
11/26/2011 12:55,2249.71,8.57,398.44,76,71,77,11.89,74,68,129,114,76,196,247,0,145.64,154333072,37950100
11/26/2011 13:15,2207.57,8.56,368.13,75,70,77,11.89,74,68,129,110,76,196,248,382.08,106.54,154342304,37952536
11/26/2011 13:35,2184.63,8.57,353.59,75,71,77,11.54,74,68,129,111,76,196,248,386.71,0,154352096,37954328
11/26/2011 13:55,2157.37,8.57,343.84,76,71,77,11.45,74,68,128,111,76,196,247,386.71,0,154361856,37954328
11/26/2011 14:15,2133.77,8.57,338.16,76,72,77,11.05,74,68,129,110,75,196,248,417.34,0,154371632,37954328
11/26/2011 14:35,2156.61,8.58,331.39,76,72,77,11.49,74,68,129,112,76,195,248,0,0,154374000,37954328
11/26/2011 14:55,2185.29,8.59,326.68,76,72,77,11.49,74,68,129,106,76,196,248,0,0,154374000,37954328
11/26/2011 15:15,2213.46,8.6,322.2,76,72,77,11.89,74,68,129,106,75,196,247,0,0,154374000,37954328
11/26/2011 15:35,2249.37,8.56,320.06,76,71,77,11.81,73,68,129,107,75,195,248,0,139.9,154374000,37956672
11/26/2011 15:55,2223.06,8.49,326.19,75,71,77,11.49,74,68,129,107,75,195,248,423.12,121.78,154383168,37959120
11/26/2011 16:15,2185.16,8.51,323.91,76,71,77,11.45,74,68,129,108,75,196,247,423.12,0,154392848,37961500
11/26/2011 16:35,2154.64,8.53,320.56,76,71,77,11.23,73,68,129,110,75,195,247,421,0,154402640,37961500
11/26/2011 16:55,2150.01,8.55,315.84,76,72,77,10.96,74,68,129,107,75,195,248,0,0,154410096,37961500
11/26/2011 17:15,2171.87,8.57,312.28,76,72,77,11.18,74,68,129,106,75,195,247,0,0,154410096,37961500
11/26/2011 17:35,2198.71,8.58,308.67,76,72,77,11.27,74,68,129,111,75,195,247,0,0,154410096,37961500
11/26/2011 17:55,2227.67,8.58,304.85,76,72,77,11.09,73,68,129,110,75,195,247,0,112.66,154410096,37963564
11/26/2011 18:15,2196.55,8.59,303.76,75,71,77,11.27,73,68,128,109,75,195,248,403.08,149.27,154416768,37966024
11/26/2011 18:35,2167.55,8.57,301.95,75,71,77,10.96,73,67,129,109,75,194,247,430.64,0,154426528,37966332
11/26/2011 18:55,2151.04,8.53,304.57,76,72,77,10.56,73,67,129,109,75,195,247,422.93,0,154436288,37966332
11/26/2011 19:15,2155.38,8.51,304.63,76,72,77,10.6,73,68,129,110,75,194,247,0,0,154442736,37966332
11/26/2011 19:35,2186.03,8.51,304.71,76,72,77,10.65,73,68,128,109,75,194,247,0,0,154442736,37966332
11/26/2011 19:55,2204.38,8.58,298.97,76,72,77,11,74,67,129,111,75,195,247,0,0,154442736,37966332
11/26/2011 20:15,2241.14,8.59,684.37,76,71,77,10.87,70,68,126,109,75,194,247,0,120.95,154442736,37968180
11/26/2011 20:35,2207.76,8.56,516.9,75,71,77,11.23,70,67,127,105,75,195,246,426.78,139.83,154450144,37970588
11/26/2011 20:55,2191.08,8.52,408.99,75,71,77,10.92,70,67,127,105,75,194,246,413.68,0,154459808,37971260
11/26/2011 21:15,2151.46,8.52,379.18,74,68,77,10.96,70,67,127,106,74,194,247,430.64,0,154469552,37971260
11/26/2011 21:35,2164.83,8.57,357.95,74,69,77,10.92,71,68,127,106,74,194,246,0,0,154471824,37971260
11/26/2011 21:55,2177.72,8.64,342.57,75,70,77,11.14,70,68,126,111,74,194,246,0,0,154471824,37971260
11/26/2011 22:15,2208.12,8.6,337.77,77,73,77,11.18,71,68,126,105,75,194,245,0,0,154471824,37971260
11/26/2011 22:35,2233.03,8.57,336.11,76,72,77,11.58,71,68,127,105,75,194,246,0,145.57,154471824,37972484
11/26/2011 22:55,2255.98,8.54,335.44,76,72,77,11.63,71,68,127,106,75,194,246,0,146.72,154471824,37974980
11/26/2011 23:15,2218.86,8.51,336.63,75,71,77,11.54,71,68,127,106,75,194,246,419.08,126.11,154479328,37977420
11/26/2011 23:35,2164.53,8.57,329.93,75,71,77,11.18,72,68,127,105,74,194,246,415.61,0,154489024,37978500
11/26/2011 23:55,2128.31,8.58,322.96,75,71,77,11,71,68,127,109,74,193,246,415.61,0,154498736,37978500
11/27/2011 0:15,2156.9,8.55,323.44,76,72,77,11.27,71,68,127,109,74,194,246,0,0,154500368,37978500
11/27/2011 0:35,2178.04,8.53,323.44,75,71,77,11.23,71,68,127,108,75,194,246,0,0,154500368,37978500
11/27/2011 0:55,2199.88,8.51,324.44,75,71,77,11.18,72,68,127,110,116,194,246,0,0,154500368,37978500
11/27/2011 1:15,2210.75,8.57,319.12,75,71,77,11.18,72,68,127,109,74,194,246,0,0,154500368,37978500
11/27/2011 1:35,2228.08,8.57,315.15,74,70,77,11.54,72,68,127,111,75,194,247,0,111.86,154500368,37980352
11/27/2011 1:55,2205.53,8.51,317.72,74,69,77,11.54,72,68,127,109,74,194,246,432.56,137.69,154505408,37982816
11/27/2011 2:15,2162.73,8.53,316.96,73,69,77,11.32,72,68,127,110,74,193,246,430.64,122.65,154515120,37985244
11/27/2011 2:35,2119.93,8.57,311.93,73,68,77,11,73,68,127,109,74,193,246,396.34,0,154524800,37986264
11/27/2011 2:55,2122.88,8.6,306.67,73,69,77,11,73,68,127,112,74,193,247,0,0,154528464,37986264
11/27/2011 3:15,2151.68,8.54,308.78,74,70,77,11.27,72,68,127,111,74,193,246,0,0,154528464,37986264
11/27/2011 3:35,2170.77,8.5,312.31,73,69,77,11.23,72,68,128,109,74,194,247,0,0,154528464,37986264
11/27/2011 3:55,2189.41,8.55,309.02,74,70,77,11.18,73,68,128,115,74,193,247,0,0,154528464,37986264
11/27/2011 4:15,2216.23,8.55,694.99,74,69,77,11.54,69,68,125,113,74,193,245,0,0,154528464,37986264
11/27/2011 4:35,2223.19,8.6,550.59,73,68,77,11.81,69,68,126,109,74,193,245,0,129.77,154528464,37988100
11/27/2011 4:55,2214.72,8.52,435.11,73,69,77,11.72,68,68,125,109,101,193,245,421,135.58,154532208,37990556
11/27/2011 5:15,2172.09,8.54,390.45,73,69,77,11.72,68,68,125,111,110,193,245,415.41,0,154541888,37992136
11/27/2011 5:35,2130.43,8.58,367.8,73,68,77,11.72,68,68,125,111,74,193,246,415.41,0,154551600,37992136
11/27/2011 5:55,2099.52,8.6,351.72,75,72,77,11.58,68,68,125,114,74,193,245,430.64,0,154561280,37992136
11/27/2011 6:15,2119.88,8.56,347.6,77,74,77,11.63,69,68,125,112,78,193,245,0,0,154564944,37992136
11/27/2011 6:35,2146.96,8.53,346.25,76,73,77,11.67,69,68,125,109,74,192,245,0,0,154564944,37992136
11/27/2011 6:55,2173.31,8.51,346.21,75,71,77,11.81,69,68,125,109,74,193,245,0,0,154564944,37992136
11/27/2011 7:15,2194.6,8.59,335.94,75,72,77,12.03,69,68,125,112,74,193,246,0,0,154564944,37992136
11/27/2011 7:35,2224.81,8.57,330.75,75,71,77,12.38,69,68,125,113,74,192,246,0,0,154564944,37992136
11/27/2011 7:55,2198.32,8.51,333.85,74,70,77,12.38,68,68,125,112,117,194,245,436.61,144.43,154572528,37993420
11/27/2011 8:15,2154.8,8.56,328.46,76,72,77,12.21,69,68,126,112,73,192,246,424.86,130.71,154582288,37995860
11/27/2011 8:35,2112.5,8.6,321.25,76,73,77,11.72,69,68,126,112,73,192,246,434.49,0,154592048,37997908
11/27/2011 8:55,2093.53,8.53,322.9,76,73,77,11.49,68,68,125,118,75,193,246,394.61,0,154601744,37997908
11/27/2011 9:15,2137.81,8.5,325.17,76,72,77,11.76,68,68,126,114,73,193,246,0,0,154601856,37997908
11/27/2011 9:35,2156.12,8.57,320.35,75,71,77,12.07,68,68,126,114,73,192,246,0,0,154601856,37997908
11/27/2011 9:55,2183.82,8.57,315.7,75,72,77,12.16,68,68,125,113,73,192,246,0,0,154601856,37997908
11/27/2011 10:15,2221.47,8.51,318.18,76,72,77,12.34,69,68,125,113,73,191,245,0,0,154601856,37997908
11/27/2011 10:35,2243.79,8.53,317.79,75,72,77,12.56,68,68,125,113,114,192,245,0,0,154601856,37997908
11/27/2011 10:55,2197.84,8.58,312.72,75,71,77,12.61,68,68,125,112,73,193,246,422.93,137.69,154610320,38000308
11/27/2011 11:15,2156.22,8.6,306.99,76,72,77,12.29,68,68,125,112,73,191,246,413.49,127.9,154620048,38002740
11/27/2011 11:35,2138.13,8.52,310.65,76,73,77,12.29,69,68,126,114,73,191,245,389.79,0,154629744,38003012
11/27/2011 11:55,2136.12,8.54,309.73,77,73,77,12.12,69,68,125,112,72,192,245,0,0,154637200,38003012
11/27/2011 12:15,2164.23,8.56,693.79,76,73,77,12.34,65,68,123,112,73,192,244,0,0,154637200,38003012
11/27/2011 12:35,2182.06,8.6,533.9,75,72,77,12.69,65,68,123,114,68,192,244,0,0,154637200,38003012
11/27/2011 12:55,2215.89,8.52,424.66,75,72,77,12.92,65,68,124,113,117,190,244,0,0,154637200,38003012
11/27/2011 13:15,2212.27,8.55,385.51,75,72,77,13.09,64,68,124,115,117,192,244,430.83,129.81,154638608,38005288
11/27/2011 13:35,2176.85,8.58,365.2,75,71,77,13.18,65,68,124,114,73,192,244,419.08,0,154648384,38006960
11/27/2011 13:55,2142.47,8.59,352.46,76,73,77,12.92,65,68,123,113,117,191,244,419.27,0,154658128,38006960
11/27/2011 14:15,2144.15,8.52,352.92,76,73,77,12.92,64,68,123,114,73,191,244,0,0,154665536,38006960
11/27/2011 14:35,2162.03,8.56,346.95,76,73,77,12.92,65,68,123,115,73,190,244,0,0,154665536,38006960
11/27/2011 14:55,2183.92,8.6,337.73,76,73,77,13.23,65,68,123,112,74,191,243,0,0,154665536,38006960
11/27/2011 15:15,2213.79,8.53,339.8,75,71,77,13.23,65,68,123,112,73,190,244,0,133.61,154665536,38007284
11/27/2011 15:35,2237.39,8.55,337.56,75,71,77,13.49,65,68,123,113,73,191,244,0,126.97,154665536,38009788
11/27/2011 15:55,2189.93,8.59,330.34,76,72,77,13.27,65,68,123,112,117,191,243,434.49,134.68,154673696,38012240
11/27/2011 16:15,2164.31,8.55,328.45,76,73,77,12.92,65,68,123,108,117,191,244,408.29,0,154683424,38012496
11/27/2011 16:35,2137.09,8.48,332.59,76,73,77,12.92,65,68,123,110,117,191,244,430.44,0,154693152,38012496
11/27/2011 16:55,2148.37,8.56,326.97,76,73,77,13.01,65,68,123,112,73,190,244,0,0,154696384,38012496
11/27/2011 17:15,2171.25,8.59,320.78,76,72,77,13.23,65,68,123,113,98,190,244,0,0,154696384,38012496
11/27/2011 17:35,2199.35,8.51,324.65,75,71,77,13.18,64,68,123,113,72,191,243,0,0,154696384,38012496
11/27/2011 17:55,2223.32,8.56,320.87,76,73,77,13.58,65,68,123,115,73,191,244,0,140.98,154696384,38014944
11/27/2011 18:15,2191.09,8.6,315.36,75,71,77,13.58,65,67,123,112,73,191,244,419.08,0,154702080,38017344
11/27/2011 18:35,2163.52,8.52,318.7,75,71,77,13.14,65,68,123,112,72,191,244,419.08,0,154711792,38017344
11/27/2011 18:55,2127.58,8.54,316.68,75,72,77,13.18,65,68,124,113,72,191,244,417.34,0,154721488,38017344
11/27/2011 19:15,2139.7,8.6,311.24,76,72,77,13.18,65,67,123,114,72,189,244,0,0,154725808,38017344
11/27/2011 19:35,2167.72,8.54,312.01,76,71,77,13.14,64,68,123,112, Invalid,190,244,0,0,154725808,38017344
11/27/2011 19:55,2195.47,8.52,313.69,76,73,77,13.45,65,67,123,114,100,190,244,0,0,154725808,38017344
11/27/2011 20:15,2229.36,8.53,693.2,76,72,77,13.63,62,68,121,113,69,189,242,0,132.57,154725808,38017536
11/27/2011 20:35,2245.43,8.6,545.72,75,72,77,13.85,61,68,121,108,117,189,242,426.97,134.58,154726640,38019972
11/27/2011 20:55,2191.78,8.49,441.31,75,71,77,13.81,61,68,121,108,117,189,242,426.78,0,154736256,38021944
11/27/2011 21:15,2163.62,8.55,392.55,76,72,77,13.41,61,68,121,113,72,190,242,393.06,0,154745952,38021944
11/27/2011 21:35,2124.35,8.59,368.25,76,73,77,13.41,61,68,121,113,72,190,242,424.66,0,154755680,38021944
11/27/2011 21:55,2153.89,8.57,358.15,76,73,77,13.45,61,68,121,108,117,190,242,0,0,154756928,38021944
11/27/2011 22:15,2182.53,8.51,359.07,75,72,77,13.76,62,68,121,114,117,189,243,0,0,154756928,38021944
11/27/2011 22:35,2205.06,8.57,349.15,76,72,77,13.94,61,68,121,114,117,190,242,0,0,154756928,38021944
11/27/2011 22:55,2231.26,8.57,342.36,76,73,77,14.3,62,68,121,108,72,190,242,0,158.37,154756928,38024244
11/27/2011 23:15,2185.69,8.48,347.5,75,71,77,14.03,61,68,121,113,117,188,242,397.88,0,154765696,38026240
11/27/2011 23:35,2157.2,8.54,342.42,75,72,77,13.63,61,68,121,113,71,189,241,398.07,0,154775472,38026240
11/27/2011 23:55,2118.61,8.58,335.13,76,73,77,13.54,61,67,121,113,72,189,242,432.56,0,154785168,38026240
11/28/2011 0:15,2140.15,8.57,331.01,76,73,77,13.72,61,68,121,112,72,189,241,0,0,154788240,38026240
11/28/2011 0:35,2170.87,8.5,334.85,75,72,77,13.72,61,68,121,114,74,190,241,0,0,154788240,38026240
11/28/2011 0:55,2189.99,8.56,330.66,75,71,77,13.98,61,67,120,112,71,189,242,0,0,154788240,38026240
11/28/2011 1:15,2213.61,8.61,323.81,76,72,77,14.21,62,67,121,114,72,189,241,0,155.67,154788240,38027536
11/28/2011 1:35,2205.86,8.52,327.88,75,72,77,14.3,61,67,121,112,71,189,242,419.27,129.77,154793632,38030008
11/28/2011 1:55,2165.78,8.53,327.64,75,72,77,13.98,61,68,121,111,71,190,241,417.34,132.61,154803360,38032444
11/28/2011 2:15,2128.36,8.57,322.19,76,72,77,13.76,61,68,120,114,71,189,241,413.68,155.74,154813056,38034868
11/28/2011 2:35,2092.84,8.6,316.34,76,73,77,13.76,61,67,121,112,71,188,242,406.55,0,154822800,38035208
11/28/2011 2:55,2117.48,8.53,320.19,76,73,77,13.72,61,67,121,114,71,188,241,0,0,154827008,38035208
11/28/2011 3:15,2139.39,8.55,318.84,76,73,77,14.03,61,67,121,114,63,188,242,0,0,154827008,38035208
11/28/2011 3:35,2157.42,8.61,313.14,76,72,77,14.21,61,67,121,109,71,188,241,0,0,154827008,38035208
11/28/2011 3:55,2188.85,8.53,316.27,75,71,77,14.25,61,67,121,109,71,189,242,0,0,154827008,38035208
11/28/2011 4:15,2229.87,8.47,695.27,75,72,77,14.61,57,68,118,113,71,191,240,0,0,154827008,38035208
11/28/2011 4:35,2185.76,8.54,548.2,75,71,77,14.65,57,68,119,114,71,188,240,432.56,156.98,154833888,38037404
11/28/2011 4:55,2150.26,8.58,427.49,75,71,77,14.61,58,68,118,111,71,190,240,424.86,0,154843536,38039044
11/28/2011 5:15,2105.96,8.6,383.29,75,71,77,14.38,57,68,119,112,71,187,240,424.86,0,154853248,38039044
11/28/2011 5:35,2154.96,8.52,374.35,76,73,77,14.56,57,68,119,114,71,188,240,0,0,154853264,38039044
